lat,lon
43.68903018,-84.01313545
43.68871769,-84.01315163
43.68839681,-84.0131561
43.68807954,-84.01316013
43.68775995,-84.01316753
43.68743175,-84.01317747
43.687114,-84.01318552
43.68679935,-84.01318954
43.68648132,-84.01318848
43.68616238,-84.0131987
43.6858471,-84.01320257
43.6855216,-84.01319732
43.68520974,-84.01320879
43.68489629,-84.01323104
43.6845814,-84.01324453
43.68427522,-84.01326393
43.68395205,-84.01326602
43.68363531,-84.01327722
43.68331999,-84.01328425
43.68300377,-84.01328518
43.68269157,-84.01328812
43.68238198,-84.01329087
43.68206741,-84.01329452
43.68174931,-84.01331053
43.68143807,-84.01331217
43.68112506,-84.01331507
43.68081206,-84.01333432
43.68049696,-84.01333821
43.68017756,-84.01334244
43.67986471,-84.01334624
43.67955258,-84.01335649
43.67923706,-84.0133574
43.6789167,-84.01335916
43.67860172,-84.01336402
43.67829244,-84.01336644
43.67797869,-84.01336637
43.67767075,-84.01337876
43.67735957,-84.01337213
43.67704625,-84.0133651
43.67672349,-84.01335644
43.67638994,-84.01333212
43.67607082,-84.01333017
43.67576196,-84.01334088
43.67543694,-84.01332654
43.6751195,-84.01332863
43.67481904,-84.01334171
43.67451395,-84.01333286
43.67390698,-84.01334237
43.67360301,-84.01335373
43.67329528,-84.01335024
43.67298601,-84.01335632
43.67266895,-84.01335075
43.67236358,-84.01335757
43.67205563,-84.01336634
43.67176412,-84.01337604
43.6714679,-84.01337158
43.671176,-84.01337856
43.67089049,-84.0133697
43.67059771,-84.01333645
43.67031343,-84.01330286
43.6700495,-84.01325386
43.66978413,-84.01319417
43.66953216,-84.013151
43.66929869,-84.01309796
43.66906708,-84.01303599
43.66883387,-84.01296793
43.6686218,-84.01291454
43.66841639,-84.01286571
43.66820741,-84.01281069
43.66800601,-84.01269825
43.6678205,-84.0125991
43.66761941,-84.01250201
43.66742522,-84.01240429
43.66725066,-84.0123317
43.66705528,-84.01224617
43.66688401,-84.01215727
43.66671225,-84.01205761
43.66653955,-84.01195612
43.66637375,-84.01185201
43.66621796,-84.01175133
43.66606823,-84.01165207
43.66591129,-84.01154678
43.66575798,-84.01143344
43.66560603,-84.01131934
43.66545374,-84.01120825
43.66530792,-84.01108453
43.66515539,-84.01097177
43.66500949,-84.01083882
43.66485956,-84.01069207
43.66474686,-84.0106029
43.66464896,-84.01051765
43.66451117,-84.01035728
43.66437879,-84.0102332
43.66424724,-84.01010328
43.66412695,-84.009974
43.66402654,-84.00987674
43.66393553,-84.0098058
43.66382994,-84.00970075
43.66372411,-84.00958032
43.66361604,-84.00944764
43.66350287,-84.00931687
43.66339627,-84.00920068
43.66328386,-84.00906601
43.6631731,-84.00893018
43.66306603,-84.00880262
43.66296018,-84.00866878
43.6628578,-84.00853327
43.66275619,-84.00840534
43.66264926,-84.00826986
43.66255244,-84.00813698
43.66245504,-84.00798748
43.66237056,-84.00786426
43.66227011,-84.00772013
43.66217656,-84.00759736
43.66208278,-84.00744773
43.66198706,-84.00730022
43.66189694,-84.00716113
43.66181019,-84.00702964
43.66172123,-84.00688997
43.66162707,-84.00676609
43.66155093,-84.00663408
43.66155093,-84.00663408
43.66155093,-84.00663408
43.66129976,-84.00625128
43.66122349,-84.00612882
43.6611484,-84.00600702
43.66107575,-84.00588991
43.66100763,-84.00577703
43.66093901,-84.0056619
43.6608656,-84.00555306
43.66079597,-84.00542959
43.66073085,-84.00534156
43.66068234,-84.00525452
43.66062203,-84.00516808
43.66056826,-84.00507651
43.66051345,-84.00498608
43.66046138,-84.00490303
43.6603984,-84.00481655
43.66034074,-84.0047247
43.66027979,-84.00463429
43.66021878,-84.00454335
43.66021878,-84.00454335
43.66009578,-84.00434977
43.66002833,-84.00424073
43.65994973,-84.00412383
43.6598732,-84.0040078
43.65979613,-84.00388774
43.65971965,-84.00376504
43.65963109,-84.00362455
43.65954795,-84.00349032
43.6594517,-84.00333907
43.6593552,-84.00319036
43.65926183,-84.00303851
43.65916216,-84.00288738
43.6590631,-84.00273197
43.65896862,-84.00258051
43.65886864,-84.00242221
43.65877314,-84.00227096
43.65867399,-84.00211696
43.65857463,-84.0019555
43.65847145,-84.00179812
43.65836513,-84.00163504
43.6582685,-84.00147479
43.65816576,-84.00131349
43.65806302,-84.00114749
43.6579561,-84.00097172
43.65784719,-84.00080712
43.65773771,-84.00063433
43.65760784,-84.00044086
43.65748644,-84.00025744
43.65736056,-84.00006005
43.65723066,-83.99985854
43.65710019,-83.99965414
43.65697019,-83.99946393
43.65683338,-83.99925535
43.65670135,-83.99904309
43.65656331,-83.99883151
43.6564202,-83.99862309
43.65627688,-83.9983951
43.65612488,-83.99815887
43.65597975,-83.99792157
43.65582466,-83.99769084
43.6556849,-83.99746673
43.65553544,-83.99724977
43.65538824,-83.99700695
43.65523357,-83.99676153
43.6550839,-83.99653233
43.65492465,-83.99629197
43.65477683,-83.99606105
43.65462076,-83.99582209
43.65446936,-83.99557476
43.65431697,-83.99534116
43.65416261,-83.99510224
43.65400858,-83.99485344
43.65384687,-83.99460533
43.65368431,-83.99434109
43.6535264,-83.99408702
43.65336546,-83.9938476
43.65319903,-83.99358556
43.65303383,-83.99332468
43.65285801,-83.99306195
43.65268985,-83.99280111
43.65251232,-83.99252575
43.65234139,-83.99224781
43.65216235,-83.99198266
43.65199407,-83.99171819
43.6518258,-83.99145704
43.65167251,-83.99120194
43.65151386,-83.99093665
43.65135272,-83.99067082
43.65119031,-83.99040556
43.65103111,-83.99014947
43.65086825,-83.9899016
43.65069402,-83.98963201
43.65051355,-83.98934872
43.65034299,-83.98908047
43.65017843,-83.98880109
43.6500025,-83.98852982
43.64982934,-83.98826464
43.64966666,-83.98799597
43.64950002,-83.9877303
43.64933916,-83.98748624
43.64917108,-83.98722394
43.6490051,-83.9869658
43.64884481,-83.98671346
43.64868722,-83.98646359
43.64851843,-83.98622058
43.64835231,-83.98596823
43.64817915,-83.98571845
43.64800752,-83.98545664
43.64783461,-83.98520042
43.64766088,-83.98494362
43.64747411,-83.98467194
43.64728955,-83.98441096
43.64709206,-83.98413843
43.64690469,-83.98388127
43.64671576,-83.98360791
43.64652393,-83.98334089
43.64633609,-83.98308245
43.64614197,-83.9828239
43.64595631,-83.98258275
43.64576061,-83.98231659
43.64557131,-83.98206565
43.64538877,-83.98182314
43.64520425,-83.98158667
43.6450245,-83.9813539
43.6448412,-83.98111977
43.64466716,-83.98088595
43.64448701,-83.98065505
43.64430934,-83.9804215
43.64412736,-83.98019345
43.64394419,-83.97997299
43.6437651,-83.97974493
43.64359103,-83.97952214
43.64341099,-83.97930428
43.64323452,-83.97908561
43.64305869,-83.97887368
43.64289075,-83.97865479
43.64272638,-83.97844661
43.64255255,-83.97823105
43.64238701,-83.97802272
43.64222391,-83.97782593
43.64205409,-83.97761898
43.64188542,-83.97740963
43.64171752,-83.97719764
43.64155405,-83.97699275
43.64140225,-83.97677701
43.64125061,-83.9765714
43.64108695,-83.97636032
43.64091279,-83.97615498
43.6407533,-83.97594766
43.6405918,-83.97574782
43.6404266,-83.97554224
43.64026744,-83.97533662
43.64010209,-83.97513139
43.63993729,-83.97492969
43.63977399,-83.97473239
43.6396055,-83.9745239
43.6394274,-83.97431198
43.63925199,-83.97408927
43.63908267,-83.9738595
43.63890484,-83.97364075
43.63873199,-83.97343267
43.63853802,-83.97320386
43.63835913,-83.97298444
43.63818197,-83.97275598
43.637999,-83.9725267
43.63780712,-83.97229435
43.63761338,-83.97205996
43.63742249,-83.9718221
43.63722697,-83.97158174
43.63704286,-83.97134527
43.63685424,-83.97110614
43.63666306,-83.97087443
43.63647962,-83.97063693
43.63629438,-83.97040273
43.63610679,-83.97016333
43.63592087,-83.96994179
43.63573665,-83.96970481
43.63555021,-83.96947644
43.63536399,-83.96924667
43.63517231,-83.96901339
43.63499186,-83.96878732
43.63481079,-83.96855821
43.63463415,-83.96834171
43.63445565,-83.96812596
43.63428333,-83.96789896
43.63410301,-83.96767639
43.63392874,-83.96745887
43.63375622,-83.96723722
43.63357572,-83.96700846
43.63339331,-83.96678411
43.63320845,-83.96655696
43.63302505,-83.96631673
43.63284222,-83.96608111
43.63265206,-83.96583931
43.63245831,-83.96560416
43.6322643,-83.96536563
43.63206133,-83.96510882
43.63186975,-83.96486848
43.63167012,-83.96461516
43.63147215,-83.96435307
43.63127859,-83.96410613
43.63108036,-83.96385694
43.6308854,-83.96361911
43.6306959,-83.96338592
43.63050898,-83.96314655
43.63030925,-83.96290384
43.63011939,-83.96265938
43.62992912,-83.96242336
43.62973053,-83.96217449
43.62953205,-83.96193155
43.62933602,-83.96168347
43.62913993,-83.96143469
43.62894285,-83.96118257
43.62873767,-83.96093029
43.62853002,-83.96067386
43.62832393,-83.96041496
43.62811365,-83.96015672
43.62790923,-83.95990043
43.6277127,-83.95964764
43.62749539,-83.95937869
43.62728336,-83.95911611
43.62707859,-83.95885508
43.62687491,-83.95859963
43.62666103,-83.95833864
43.62645234,-83.95808181
43.62624858,-83.95782251
43.62604071,-83.9575587
43.62583799,-83.95729366
43.62562871,-83.95702568
43.62541953,-83.95676532
43.625216,-83.95650632
43.62501343,-83.95624604
43.62480226,-83.95598021
43.624594,-83.95572304
43.6243789,-83.95546268
43.62417449,-83.95521289
43.62396983,-83.95496101
43.62375762,-83.95470184
43.62354145,-83.95444195
43.62333053,-83.95418494
43.62311864,-83.95392579
43.62290561,-83.95366952
43.62269766,-83.95341753
43.62248626,-83.95315224
43.62227197,-83.95288634
43.62205629,-83.95261583
43.62184297,-83.95234434
43.62164992,-83.95208019
43.62144034,-83.95180855
43.62121313,-83.9515319
43.62100219,-83.95126836
43.62079569,-83.95100098
43.62058352,-83.95074583
43.62037213,-83.95048422
43.62015452,-83.95022563
43.61994302,-83.94997949
43.61972154,-83.94973086
43.61949541,-83.94951476
43.61926303,-83.94931214
43.61902392,-83.94912318
43.6187835,-83.9489085
43.61853788,-83.94873935
43.61828785,-83.94857091
43.61803752,-83.94843302
43.6177773,-83.94828533
43.6175337,-83.94816289
43.61727202,-83.94805573
43.61699515,-83.94794387
